country,date,ratio
ITA,2020-10-02,0.002017069057700237
ITA,2020-10-03,0.0019941152373663114
ITA,2020-10-04,0.0015545219126658946
ITA,2020-10-05,0.0010100519289525439
ITA,2020-10-06,0.001672359348244296
ITA,2020-10-07,0.002101121286578229
ITA,2020-10-08,0.002147800202436264
ITA,2020-10-09,0.0021708210901780316
ITA,2020-10-10,0.002231399726311322
ITA,2020-10-11,0.0017547851924821192
ITA,2020-10-12,0.001432593365209131
ITA,2020-10-13,0.0018870085870426306
ITA,2020-10-14,0.002551847800980418
ITA,2020-10-15,0.0027318567236283577
ITA,2020-10-16,0.002521348897264267
ITA,2020-10-17,0.002780564428573613
ITA,2020-10-18,0.0024570312531437847
ITA,2020-10-19,0.001657604518519055
ITA,2020-10-20,0.0024267838522070407
ITA,2020-10-21,0.0029819510874711914
ITA,2020-10-22,0.0028569374392536954
ITA,2020-10-23,0.0030521035960739277
ITA,2020-10-24,0.0029789498209702617
ITA,2020-10-25,0.0027142179953659105
ITA,2020-10-26,0.002090591703547034
